COD LOCAL,NOMBRELOCAL,FECHA,VENTANETA
"72481,FR_MIRADOR SAN JUAN 2,2024-02-03 ,""412,055292"""
"72481,FR_MIRADOR SAN JUAN 2,2024-02-04 ,""380,220421"""
"72481,FR_MIRADOR SAN JUAN 2,2024-02-05 ,""610,427274"""
"72481,FR_MIRADOR SAN JUAN 2,2024-02-06 ,""432,073515"""
"72481,FR_MIRADOR SAN JUAN 2,2024-02-07 ,""238,940471"""
"72485,FR_SANTO TOMAS 2,2024-02-01 ,""916,563799"""
"72485,FR_SANTO TOMAS 2,2024-02-02 ,""478,324513"""
"72485,FR_SANTO TOMAS 2,2024-02-03 ,""525,537874"""
"72485,FR_SANTO TOMAS 2,2024-02-04 ,""712,685047"""
"72485,FR_SANTO TOMAS 2,2024-02-05 ,""854,821376"""
"72485,FR_SANTO TOMAS 2,2024-02-06 ,""760,367459"""
"72485,FR_SANTO TOMAS 2,2024-02-07 ,""1142,581525"""
"72486,FR_CENTRO SANTA ELENA,2024-02-01 ,""269,515737"""
"72486,FR_CENTRO SANTA ELENA,2024-02-02 ,""227,132907"""
"72486,FR_CENTRO SANTA ELENA,2024-02-03 ,""308,812847"""
"72486,FR_CENTRO SANTA ELENA,2024-02-04 ,""209,745111"""
"72486,FR_CENTRO SANTA ELENA,2024-02-05 ,""352,155577"""
"72486,FR_CENTRO SANTA ELENA,2024-02-06 ,""228,038356"""
"72486,FR_CENTRO SANTA ELENA,2024-02-07 ,""307,869755"""
"72487,FR_TAMIA QUITUMBE,2024-02-01 ,""1265,064673"""
"72487,FR_TAMIA QUITUMBE,2024-02-02 ,""767,119905"""
"72487,FR_TAMIA QUITUMBE,2024-02-03 ,""585,985548"""
"72487,FR_TAMIA QUITUMBE,2024-02-04 ,""898,922404"""
"72487,FR_TAMIA QUITUMBE,2024-02-05 ,""1101,152316"""
"72487,FR_TAMIA QUITUMBE,2024-02-06 ,""1441,685582"""
"72487,FR_TAMIA QUITUMBE,2024-02-07 ,""595,508343"""
"72488,FR_NOGALES 2,2024-02-01 ,""1020,869582"""
"72488,FR_NOGALES 2,2024-02-02 ,""431,812545"""
"72488,FR_NOGALES 2,2024-02-03 ,""785,117457"""
"72488,FR_NOGALES 2,2024-02-04 ,""582,516012"""
"72488,FR_NOGALES 2,2024-02-05 ,""853,422419"""
"72488,FR_NOGALES 2,2024-02-06 ,""631,152852"""
"72488,FR_NOGALES 2,2024-02-07 ,""590,254695"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-01 ,""580,111421"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-02 ,""349,486142"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-03 ,""589,928552"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-04 ,""238,839615"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-05 ,""879,006882"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-06 ,""503,020457"""
"72490,FR_ANTONIO CLAVIJO 2,2024-02-07 ,""422,084791"""
"72491,FR_RIO CURARAY 2,2024-02-01 ,""869,09584"""
"72491,FR_RIO CURARAY 2,2024-02-02 ,""622,544033"""
"72491,FR_RIO CURARAY 2,2024-02-03 ,""801,465713"""
"72491,FR_RIO CURARAY 2,2024-02-04 ,""826,956515"""
"72491,FR_RIO CURARAY 2,2024-02-05 ,""848,093614"""
"72491,FR_RIO CURARAY 2,2024-02-06 ,""829,463584"""
"72491,FR_RIO CURARAY 2,2024-02-07 ,""817,054142"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-01 ,""1205,349372"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-02 ,""560,590112"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-03 ,""635,228277"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-04 ,""973,046058"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-05 ,""1035,43852"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-06 ,""790,698671"""
"72492,FR_GRAN AKI CAYAMBE,2024-02-07 ,""777,101408"""
"72496,FR_GUAMANI ALTO 2,2024-02-01 ,""635,175355"""
"72496,FR_GUAMANI ALTO 2,2024-02-02 ,""440,340572"""
"72496,FR_GUAMANI ALTO 2,2024-02-03 ,""599,252958"""
"72496,FR_GUAMANI ALTO 2,2024-02-04 ,""523,60255"""
"72496,FR_GUAMANI ALTO 2,2024-02-05 ,""660,749256"""
"72496,FR_GUAMANI ALTO 2,2024-02-06 ,""359,524651"""
"72496,FR_GUAMANI ALTO 2,2024-02-07 ,""615,634722"""
"72497,FR_SAN GABRIEL,2024-02-01 ,""769,769886"""
"72497,FR_SAN GABRIEL,2024-02-02 ,""458,323213"""
"72497,FR_SAN GABRIEL,2024-02-03 ,""530,189053"""
"72497,FR_SAN GABRIEL,2024-02-04 ,""360,198471"""
"72497,FR_SAN GABRIEL,2024-02-05 ,""690,82929"""
"72497,FR_SAN GABRIEL,2024-02-06 ,""722,808803"""
"72497,FR_SAN GABRIEL,2024-02-07 ,""406,420201"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-01 ,""1113,464291"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-02 ,""672,098588"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-03 ,""579,809612"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-04 ,""269,603395"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-05 ,""860,533056"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-06 ,""828,616253"""
"72498,FR_HOSPITAL CARLOS ANDRADE MARIN,2024-02-07 ,""502,564523"""
"72499,FR_MAYORISTA LISBOA,2024-02-01 ,""1154,116515"""
"72499,FR_MAYORISTA LISBOA,2024-02-02 ,""642,265339"""
"72499,FR_MAYORISTA LISBOA,2024-02-03 ,""855,420828"""
"72499,FR_MAYORISTA LISBOA,2024-02-04 ,""733,541891"""
"72499,FR_MAYORISTA LISBOA,2024-02-05 ,""1505,934589"""
"72499,FR_MAYORISTA LISBOA,2024-02-06 ,""889,956072"""
"72499,FR_MAYORISTA LISBOA,2024-02-07 ,""790,737805"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-01 ,""507,679528"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-02 ,""405,4565"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-03 ,""565,116608"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-04 ,""342,153208"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-05 ,""576,512995"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-06 ,""548,049238"""
"72500,FR_COMANDANCIA DE LA POLICIA PARIS,2024-02-07 ,""383,799803"""
"72503,FR_INCHALILLO 2,2024-02-01 ,""694,198017"""
"72503,FR_INCHALILLO 2,2024-02-02 ,""341,372117"""
"72503,FR_INCHALILLO 2,2024-02-03 ,""179,643799"""
"72503,FR_INCHALILLO 2,2024-02-04 ,""307,626355"""
"72503,FR_INCHALILLO 2,2024-02-05 ,""513,179047"""
"72503,FR_INCHALILLO 2,2024-02-06 ,""275,468413"""
"72503,FR_INCHALILLO 2,2024-02-07 ,""286,414097"""
"72504,FR_SIMON PLATA TORRES 2,2024-02-01 ,""173,532356"""
"72504,FR_SIMON PLATA TORRES 2,2024-02-06 ,""2105,375383"""
"72507,FR_13 DE JUNIO,2024-02-01 ,""649,979293"""
"72507,FR_13 DE JUNIO,2024-02-02 ,""217,245747"""
"72507,FR_13 DE JUNIO,2024-02-03 ,""312,85933"""
"72507,FR_13 DE JUNIO,2024-02-04 ,""397,439001"""
"72507,FR_13 DE JUNIO,2024-02-05 ,""705,35301"""
"72507,FR_13 DE JUNIO,2024-02-06 ,""433,010661"""
"72507,FR_13 DE JUNIO,2024-02-07 ,""368,362355"""
"72512,FR_CARLOS FREILE,2024-02-01 ,""885,825923"""
"72512,FR_CARLOS FREILE,2024-02-02 ,""390,708258"""
"72512,FR_CARLOS FREILE,2024-02-03 ,""560,618944"""
"72512,FR_CARLOS FREILE,2024-02-04 ,""553,787658"""
"72512,FR_CARLOS FREILE,2024-02-05 ,""1095,510258"""
"72512,FR_CARLOS FREILE,2024-02-06 ,""682,803725"""
"72512,FR_CARLOS FREILE,2024-02-07 ,""605,481277"""
"72514,FR_EL MARQUEZ 2,2024-02-01 ,""389,353079"""
"72514,FR_EL MARQUEZ 2,2024-02-02 ,""458,071466"""
"72514,FR_EL MARQUEZ 2,2024-02-03 ,""550,293088"""
"72514,FR_EL MARQUEZ 2,2024-02-04 ,""392,556872"""
"72514,FR_EL MARQUEZ 2,2024-02-05 ,""783,661779"""
"72514,FR_EL MARQUEZ 2,2024-02-06 ,""489,677857"""
"72514,FR_EL MARQUEZ 2,2024-02-07 ,""533,4441"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-01 ,""605,037272"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-02 ,""203,30757"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-03 ,""315,634041"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-04 ,""289,498552"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-05 ,""520,040403"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-06 ,""368,323736"""
"72517,FR_JACINTO CORTEZ JHAYYA,2024-02-07 ,""422,290035"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-01 ,""450,196687"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-02 ,""362,760907"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-03 ,""419,029713"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-04 ,""285,208417"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-05 ,""664,048769"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-06 ,""392,329961"""
"72520,FR_SARGENTO EDUARDO SEIS,2024-02-07 ,""263,362267"""
"72524,FR_ASUNCION 2,2024-02-01 ,""1357,594236"""
"72524,FR_ASUNCION 2,2024-02-02 ,""673,144358"""
"72524,FR_ASUNCION 2,2024-02-03 ,""601,102189"""
"72524,FR_ASUNCION 2,2024-02-04 ,""323,779267"""
"72524,FR_ASUNCION 2,2024-02-05 ,""1217,469299"""
"72524,FR_ASUNCION 2,2024-02-06 ,""1061,184335"""
"72524,FR_ASUNCION 2,2024-02-07 ,""664,370459"""
"72525,FR_9 DE AGOSTO 2,2024-02-01 ,""650,844827"""
"72525,FR_9 DE AGOSTO 2,2024-02-02 ,""370,62044"""
"72525,FR_9 DE AGOSTO 2,2024-02-03 ,""441,123289"""
"72525,FR_9 DE AGOSTO 2,2024-02-04 ,""308,1701"""
"72525,FR_9 DE AGOSTO 2,2024-02-05 ,""618,524471"""
"72525,FR_9 DE AGOSTO 2,2024-02-06 ,""483,696348"""
"72525,FR_9 DE AGOSTO 2,2024-02-07 ,""351,116727"""
"72526,FR_CDLA ALEGRIA 2,2024-02-01 ,""894,544583"""
"72526,FR_CDLA ALEGRIA 2,2024-02-02 ,""606,792069"""
"72526,FR_CDLA ALEGRIA 2,2024-02-03 ,""410,877043"""
"72526,FR_CDLA ALEGRIA 2,2024-02-04 ,""214,142495"""
"72526,FR_CDLA ALEGRIA 2,2024-02-05 ,""1221,496683"""
"72526,FR_CDLA ALEGRIA 2,2024-02-06 ,""579,228746"""
"72526,FR_CDLA ALEGRIA 2,2024-02-07 ,""467,47181"""
"72527,FR_LA PLANADA,2024-02-01 ,""661,778699"""
"72527,FR_LA PLANADA,2024-02-02 ,""517,922957"""
"72527,FR_LA PLANADA,2024-02-03 ,""495,059369"""
"72527,FR_LA PLANADA,2024-02-04 ,""618,72241"""
"72527,FR_LA PLANADA,2024-02-05 ,""658,414364"""
"72527,FR_LA PLANADA,2024-02-06 ,""580,309246"""
"72527,FR_LA PLANADA,2024-02-07 ,""836,015782"""
"72528,FR_TERMINAL TULCAN,2024-02-01 ,""757,058493"""
"72528,FR_TERMINAL TULCAN,2024-02-02 ,""236,290594"""
"72528,FR_TERMINAL TULCAN,2024-02-03 ,""282,871886"""
"72528,FR_TERMINAL TULCAN,2024-02-04 ,""236,089739"""
"72528,FR_TERMINAL TULCAN,2024-02-05 ,""587,084656"""
"72528,FR_TERMINAL TULCAN,2024-02-06 ,""271,609285"""
"72528,FR_TERMINAL TULCAN,2024-02-07 ,""296,302249"""
"72529,FR_LA FOCH 2,2024-02-01 ,""905,654222"""
"72529,FR_LA FOCH 2,2024-02-02 ,""355,685341"""
"72529,FR_LA FOCH 2,2024-02-03 ,""267,988771"""
"72529,FR_LA FOCH 2,2024-02-05 ,""646,972401"""
"72529,FR_LA FOCH 2,2024-02-06 ,""825,647408"""
"72529,FR_LA FOCH 2,2024-02-07 ,""411,946682"""
"72530,FR_ PRESIDENCIA 2,2024-02-01 ,""1849,409119"""
"72530,FR_ PRESIDENCIA 2,2024-02-02 ,""1460,886887"""
"72530,FR_ PRESIDENCIA 2,2024-02-03 ,""1455,679001"""
"72530,FR_ PRESIDENCIA 2,2024-02-04 ,""1103,825637"""
"72530,FR_ PRESIDENCIA 2,2024-02-05 ,""2113,295468"""
"72530,FR_ PRESIDENCIA 2,2024-02-06 ,""1522,673079"""
"72530,FR_ PRESIDENCIA 2,2024-02-07 ,""1172,917973"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-01 ,""1259,721988"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-02 ,""708,182565"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-03 ,""584,207205"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-04 ,""755,463637"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-05 ,""875,997778"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-06 ,""845,339776"""
"72534,FR_FRANCISCO DE ORELLANA 2,2024-02-07 ,""878,777336"""
"72541,FR_EUGENIO ESPEJO,2024-02-01 ,""666,37785"""
"72541,FR_EUGENIO ESPEJO,2024-02-02 ,""364,434461"""
"72541,FR_EUGENIO ESPEJO,2024-02-03 ,""332,992803"""
"72541,FR_EUGENIO ESPEJO,2024-02-04 ,""577,920395"""
"72541,FR_EUGENIO ESPEJO,2024-02-05 ,""729,954374"""
"72541,FR_EUGENIO ESPEJO,2024-02-06 ,""489,863242"""
"72541,FR_EUGENIO ESPEJO,2024-02-07 ,""513,919982"""
"72542,FR_CASHAPAMBA,2024-02-01 ,""674,463436"""
"72542,FR_CASHAPAMBA,2024-02-02 ,""349,22747"""
"72542,FR_CASHAPAMBA,2024-02-03 ,""567,488795"""
"72542,FR_CASHAPAMBA,2024-02-04 ,""473,013884"""
"72542,FR_CASHAPAMBA,2024-02-05 ,""1365,612817"""
"72542,FR_CASHAPAMBA,2024-02-06 ,""370,742002"""
"72542,FR_CASHAPAMBA,2024-02-07 ,""268,871359"""
"72571,FR_PARQUE LIQUIDO,2024-02-01 ,""425,220578"""
"72571,FR_PARQUE LIQUIDO,2024-02-02 ,""351,114833"""
"72571,FR_PARQUE LIQUIDO,2024-02-03 ,""294,996107"""
"72571,FR_PARQUE LIQUIDO,2024-02-04 ,""422,222463"""
"72571,FR_PARQUE LIQUIDO,2024-02-05 ,""344,415803"""
"72571,FR_PARQUE LIQUIDO,2024-02-06 ,""326,507301"""
"72571,FR_PARQUE LIQUIDO,2024-02-07 ,""410,818371"""
"72574,FR_CEVALLOS,2024-02-01 ,""1080,16574"""
"72574,FR_CEVALLOS,2024-02-02 ,""943,481635"""
"72574,FR_CEVALLOS,2024-02-03 ,""614,846889"""
"72574,FR_CEVALLOS,2024-02-04 ,""376,568891"""
"72574,FR_CEVALLOS,2024-02-05 ,""569,641067"""
"72574,FR_CEVALLOS,2024-02-06 ,""438,418209"""
"72574,FR_CEVALLOS,2024-02-07 ,""465,635924"""
